question,answer,label
What is regioneR?,"Statistically assessing the relation between a set of genomic regions and other genomic features is a common challenging task in genomic and epigenomic analyses. regioneR is an R package that implements a permutation test framework specifically designed to work with genomic regions. In addition to the predefined randomization and evaluation strategies, regioneR is fully customizable allowing the use of custom strategies to adapt it to specific questions. Finally, it also implements a novel function to evaluate the local specificity of the detected association. regioneR is an R package released under Artistic-2.0 License. The source code and documents are freely available through Bioconductor (http://www.bioconductor.org/packages/regioneR). RegioneR is an R/Bioconductor package for the association analysis of genomic regions based on permutation tests. It implements a permutation test framework specifically designed to work with genomic regions. In addition to the predefined randomization and evaluation strategies, regioneR is fully customizable allowing the use of custom strategies to adapt it to specific questions. Finally, it also implements a novel function to evaluate the local specificity of the detected association. Statistically assessing the relation between a set of genomic regions and other genomic features is a common challenging task in genomic and epigenomic analyses. Randomization based approaches implicitly take into account the complexity of the genome without the need of assuming an underlying statistical model. regioneR is an R package that implements a permutation test framework specifically designed to work with genomic regions. In addition to the predefined randomization and evaluation strategies, regioneR is fully customizable allowing the use of custom strategies to adapt it to specific questions. Finally, it also implements a novel function to evaluate the local specificity of the detected association. The source code and documents are freely available through Bioconductor (http://www.bioconductor.org/packages/regioneR).",1
"What is the ""wearing-off"" phenomenon in levodopa-treated patients with Parkinson's Disease?","Chronic administration of traditional levodopa/dopa decarboxylase inhibitor formulations to Paskinson's Disease patients is associated with the development of complications, such as wearing-off phenomenon. Wearing-off phenomenon is characterized by the predictable emergence of motor symptoms (e.g. rigidity and freezing) and nonmotor PD symptoms (e.g. anxiety and shortness of breath), before the next scheduled dose of medication.",1
What is BioCreative?,A community wide effort to evaluate biomedical information extraction and text mining.,1
What is the effect of nocodazole cell treatment?,Nocodazole trigger mitotic arrest.,1
List two most common symptoms of Aagenaes syndrome.,"Aagenaes syndrome, also called lymphoedema cholestasis syndrome 1, is characterized by neonatal intrahepatic cholestasis, often lessening and becoming intermittent with age and severe chronic lymphoedema, mainly affecting the lower extremities.",1
Which software package is available for the analysis of conserved genomic loci?,"PHYLUCE is a software package for the analysis of conserved genomic loci. It identifies targeted, enriched loci from the off-target background data; aligns enriched contigs representing conserved loci to one another; and prepare and manipulate these alignments for subsequent phylogenomic inference. PHYLUCE is an efficient and easy-to-install software package that accomplishes these tasks across hundreds of taxa and thousands of enriched loci PHYLUCE is a software package for the analysis of conserved genomic loci",1
Which is the primary protein component of Lewy bodies?,The primary protein component of Lewy bodies are fibrils composed of alpha-synuclein.,1
Is the toxin produced by Clostridium botulinum always deadly?,There are numerous examples where children and animals survived infection with clostridium botulinum.,1
Are microtubules marked by glutamylation?,"Yes, glutamylation is the most prevalent tubulin posttranslational modification and marks stable microtubules.",1
Which drug was tested in the TEMSO Trial for multiple sclerosis?,Teriflunomide was evaluated in the Teriflunomide Multiple Sclerosis Oral (TEMSO) trial.,1
Is exon skipping correlated with exon circularization?,"Yes. Circularization of exons is widespread and correlates with exon skipping, a feature that adds considerably to the regulatory complexity of the human transcriptome.",1
Which human syndromes have been detected with Fluorescence in situ hybridization (FISH)?,"To explore the clonal evolution of monosomy 7 in patients with aplastic anemia (AA).Monosomy 7 (-7) in 81 AA patients with normal karyotype at diagnosis and 46 AA treated with immunosuppressive therapy (IST) and more than 6 months of recombinant human granulocyte colony-stimulating factor (rhuG-CSF) were detected by interphase- fluorescence in situ hybridization (FISH) retrospectively.There were 5.4% - 7.6% of -7 cells in 11 (13.6%) of 81 patients at diagnosis, the survival and response rate to IST in -7 positive patients did not differ s Former molecular cytogenetic studies showed that such aberrations as an equivalent of intrinsic radiosensitivity can be detected by fluorescence in-situ hybridization (FISH) techniques using whole chromosome painting (wcp) probes. Five-color FISH was performed using human DNA segments specific for peri-CEN or subTEL, which were labeled with five different fluorescent dyes [7-diethylaminocoumarin (DEAC): blue, fluorescein isothiocyanate (FITC): green, rhodamine 6G (R6G): yellow, TexRed: red, and cyanine5 (Cy5): purple]. Using this technique, followed by cell-by-cell multicolor fluorescence in situ hybridization (FISH) analysis of purified FNRBCs, we were able to detect some of the most common human aneuploidies (including Down syndrome, Klinefelter syndrome, and trisomy 13) in 33 pregnant women referred for amniocentesis. The human syndromes which can be detected with FISH are:
1) Myelodysplastic Syndrome (MDS)
2) Genetic syndromes caused by somatic chromosomal mosaicism
3) Prader Willi syndrome (PWS)
4) Angelman syndrome (AS)
5) Williams syndrome
6) Smith Magenis syndrome 
7) Velocardiofacial syndrome
8) Jacobsen syndrome
9) Shwachman-Diamond syndrome
10) Saethre-Chotzen syndrome 
11) DiGeorge syndrome (DGS) 
12) Velo-cardio-facial syndrome (VCFS)
13) Miller-Dieker syndrome
14) Deletion 22q11.2 syndrome (D22S)",1
When did the polio vaccine becomes available?,"Inactivated poliovirus vaccine (IPV), developed in the USA by Jonas Salk in the early 1950s, was field tested in 1954, The Salk polio Vaccine was field tested in 1954.",1
Is synapsin a phosphoprotein?,"Yes, synapsin is an evolutionarily conserved presynaptic phosphoprotein.",1
List symptoms of EAST syndrome.,"Epilepsy, ataxia, sensorineural deafness, and tubulopathy comprise EAST syndrome that is associated with recessive mutations in the KCNJ10 gene.",1
What is the role of ZNF335 in microcephaly?,"Znf335 null mice are embryonically lethal, and conditional knockout leads to severely reduced cortical size. RNA-interference and postmortem human studies show that ZNF335 is essential for neural progenitor self-renewal, neurogenesis, and neuronal differentiation. Microcephaly gene links trithorax and REST/NRSF to control neural stem cell proliferation and differentiation. RNA-interference and postmortem human studies show that ZNF335 is essential for neural progenitor self-renewal, neurogenesis, and neuronal differentiation. Znf335 null mice are embryonically lethal, and conditional knockout leads to severely reduced cortical size. Microcephaly gene links trithorax and REST/NRSF to control neural stem cell proliferation and differentiation. Znf335 null mice are embryonically lethal, and conditional knockout leads to severely reduced cortical size. RNA-interference and postmortem human studies show that ZNF335 is essential for neural progenitor self-renewal, neurogenesis, and neuronal differentiation.",1
What is Neisseria adhesin A?,"Neisseria adhesin A (NadA) is one of the antigens of Bexsero, the recently licensed multicomponent vaccine against serogroup B Neisseria meningitidis (MenB). NadA belongs to the class of oligomeric coiled-coil adhesins and is able to mediate adhesion and invasion of human epithelial cells. As a vaccine antigen, NadA has been shown to induce high levels of bactericidal antibodies. More than 89 distinct NadA allele sequences and 43 distinct peptides have been described.",1
